Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"2,335",RSC Live: Henry V,"$1,880",-,-,"$1,880",100%
"2,336",Noum Talat,"$1,854",-,-,"$1,854",100%
"2,337","Silvered Water, Syria Self-Portrait","$1,825",-,-,"$1,825",100%
"2,338",Grandes ondes 2015 Re-release,"$1,767",-,-,"$1,767",100%
"2,339",Where I Belong 2015 Re-release,"$1,755",-,-,"$1,755",100%
"2,340",The Other Man: F.W. de Klerk and the End of Apartheid,"$1,747","$1,747",100%,-,-
"2,341",Dark Forest,"$1,739","$1,739",100%,-,-
"2,342",The Looking Glass,"$1,711","$1,711",100%,-,-
"2,343",Kariyer,"$1,702",-,-,"$1,702",100%
"2,344",Sharknado 3: Oh Hell No!,"$1,677",-,-,"$1,677",100%
"2,345",Agoraphobia,"$1,665",-,-,"$1,665",100%
"2,346",Kung Fu Panda 2015 Re-release,"$1,637",-,-,"$1,637",100%
"2,347",Drown,"$1,631","$1,631",100%,-,-
"2,348",Rosa & Dara a jejich dobrodruzství,"$1,629",-,-,"$1,629",100%
"2,349",Cut Snake,"$1,625","$1,625",100%,-,-
"2,350",Forever,"$1,598","$1,598",100%,-,-
"2,351",Relámpago en la Oscuridad: Lightning in the Dark,"$1,584",-,-,"$1,584",100%
"2,352",Ypatingas poreikis,"$1,571",-,-,"$1,571",100%
"2,353",Brand: A Second Coming,"$1,562",-,-,"$1,562",100%
"2,354",The We and the I 2015 Re-release,"$1,539",-,-,"$1,539",100%
"2,355",White Shadow,"$1,522",-,-,"$1,522",100%
"2,356",Missed Out,"$1,517",-,-,"$1,517",100%
"2,357",Arraianos 2015 Re-release,"$1,503",-,-,"$1,503",100%
"2,358",El hijo bastardo de Dios,"$1,502",-,-,"$1,502",100%
"2,359",Ah Yalan Dünyada,"$1,498",-,-,"$1,498",100%
"2,360",Making Rounds,"$1,484","$1,484",100%,-,-
"2,361",Entanglement,"$1,484",-,-,"$1,484",100%
"2,362",Shadow Dancer 2015 Re-release,"$1,472",-,-,"$1,472",100%
"2,363",Rigor Mortis 2015 Re-release,"$1,470",-,-,"$1,470",100%
"2,364","Zoran, My Nephew the Idiot 2015 Re-release","$1,426",-,-,"$1,426",100%
"2,365",To the Hilt,"$1,398",-,-,"$1,398",100%
"2,366",Along the Roadside 2015 Re-release,"$1,352","$1,352",100%,-,-
"2,367",Sordo,"$1,310",-,-,"$1,310",100%
"2,368",3 Nights in the Desert,"$1,297","$1,297",100%,-,-
"2,369",More Than Honey 2015 Re-release,"$1,279",-,-,"$1,279",100%
"2,370",El Valle Sin Sombras,"$1,242",-,-,"$1,242",100%
"2,371",Through the Eyes of the Photographer,"$1,204",-,-,"$1,204",100%
"2,372",Cure: The Life of Another,"$1,203",-,-,"$1,203",100%
"2,373",The Magic Mountain,"$1,189",-,-,"$1,189",100%
"2,374",Cuarenta balas: El caso Fischer-Bufano,"$1,119",-,-,"$1,119",100%
"2,375",The Missing Picture 2015 Re-release,"$1,081",-,-,"$1,081",100%
"2,376",Childless,"$1,036","$1,036",100%,-,-
"2,377",Vanishing Point,"$1,028",-,-,"$1,028",100%
"2,378",Altman,$996,-,-,$996,100%
"2,379",Veorabrigoi,$993,-,-,$993,100%
"2,380",Eat Your Bones,$992,-,-,$992,100%
"2,381",The Closed Circuit 2015 Re-release,$942,-,-,$942,100%
"2,382",Impunity,$938,-,-,$938,100%
"2,383",Sinatra Being Frank,$925,-,-,$925,100%
"2,384",They Are We,$900,$900,100%,-,-
"2,385",Big Muddy,$881,$881,100%,-,-
"2,386","Electric Boogaloo: The Wild, Untold Story of Cannon Films",$864,-,-,$864,100%
"2,387",Pandas: The Journey Home,$856,-,-,$856,100%
"2,388",A Wolf at the Door 2015 Re-release,$836,-,-,$836,100%
"2,389",Invasion 2015 Re-release,$821,-,-,$821,100%
"2,390","Amazonas, el camino de la cocaína",$803,-,-,$803,100%
"2,391",La Laguna,$774,-,-,$774,100%
"2,392",Ellos te eligen,$751,-,-,$751,100%
"2,393",Alunizar,$729,-,-,$729,100%
"2,394",Parcours d'amour,$727,-,-,$727,100%
"2,395",It's All So Quiet 2015 Re-release,$724,$724,100%,-,-
"2,396",It's Hard Being Loved by Jerks 2015 Re-release,$697,$697,100%,-,-
"2,397",Slide,$648,-,-,$648,100%
"2,398",Enakkul Oruvan,$621,-,-,$621,100%
"2,399",El hombre nuevo,$602,-,-,$602,100%
"2,400",Lay the Favorite 2015 Re-release,$585,-,-,$585,100%
"2,401",Medziu paslaptis,$568,-,-,$568,100%
"2,402",Finding Gaston 2015 Re-release,$532,-,-,$532,100%
"2,403",Cartas a María,$523,-,-,$523,100%
"2,404",The 11th Hour,$510,-,-,$510,100%
"2,405",Magie der Moore,$485,-,-,$485,100%
"2,406",Zurich 2015 Re-release,$471,-,-,$471,100%
"2,407",Ne Pozabi,$455,-,-,$455,100%
"2,408",The Martian 2020 Re-release,$345,-,-,$345,100%
"2,409",La luz con el tiempo dentro,$330,-,-,$330,100%
"2,410",La huella del doctor Ernesto Guevara,$327,-,-,$327,100%
"2,411","Yenú Kade, cristiano bueno",$292,-,-,$292,100%
"2,412",The Disappearing Illusionist,$273,-,-,$273,100%
"2,413",Mamy 3,$258,-,-,$258,100%
"2,414",The Dinosaur Project 2015 Re-release,$249,-,-,$249,100%
"2,415",Future Shock! The Story of 2000AD,$231,-,-,$231,100%
"2,416",Eso que llaman amor,$231,-,-,$231,100%
"2,417",Soma #301,$215,-,-,$215,100%
"2,418",Meimiao de Hunli,$173,-,-,$173,100%
"2,419",Pescado Rabioso Una utopía incurable,$166,-,-,$166,100%
"2,420",Granada y al Paraíso,$142,-,-,$142,100%
"2,421",Mercedes Sosa: The Voice of Latin America 2015 Re-release,$140,-,-,$140,100%
"2,422",Corsarios,$140,-,-,$140,100%
"2,423",Cherry Pie,$102,-,-,$102,100%
"2,424",The Boss: Anatomy of a Crime,$102,-,-,$102,100%
"2,425",El hombre que quiso ser Segundo,$102,-,-,$102,100%
"2,426",Vanishing Waves,$91,-,-,$91,100%
"2,427",Paranoid Girls,$78,$78,100%,-,-
"2,428",Confession of a Child of the Century 2015 Re-release,$74,$74,100%,-,-
"2,429",Lawless 2015 Re-release,$48,-,-,$48,100%
"2,430",Ramta Jogi,$29,-,-,$29,100%
"2,431",Kirikou and the Men and Women 2015 Re-release,$17,-,-,$17,100%
